3, Female, Maharashtra, 6635177378, 161.86 cm, 68.09 kg
40, Male, Odisha, 7121231673, 169.7 cm, 66.69 kg
55, Male, Maharashtra, 8575485732, 181.24 cm, 72.8 kg
11, Male, Haryana, 7772776887, 177.63 cm, 73.43 kg
87, Female, Andhra Pradesh, 9888114761, 164.03 cm, 78.92 kg
96, Male, Jharkhand, 6568815166, 167.59 cm, 81.68 kg
66, Male, Andhra Pradesh, 8828461726, 161.85 cm, 76.89 kg
68, Male, Jharkhand, 8888728827, 157.14 cm, 71.1 kg
1, Female, Andhra Pradesh, 6646886816, 182.8 cm, 79.22 kg
21, Male, Andhra Pradesh, 6228223723, 167.71 cm, 71.71 kg
74, Male, Tripura, 7317816288, 159.15 cm, 74.94 kg
4, Female, Jharkhand, 8353843442, 167.77 cm, 73.74 kg
51, Male, Nagaland, 9634255562, 139.62 cm, 66.53 kg
95, Male, Rajasthan, 7334638418, 163.77 cm, 70.91 kg
97, Male, Madhya Pradesh, 7483846781, 164.46 cm, 62.89 kg
6, Female, Tamil Nadu, 8477148662, 170.47 cm, 76.13 kg
14, Female, Rajasthan, 7486342435, 150.84 cm, 74.97 kg
79, Female, Haryana, 9718881412, 168.46 cm, 84.52 kg
94, Male, Himachal Pradesh, 9434856548, 165.03 cm, 70.66 kg
15, Male, Uttarakhand, 6834867815, 170.75 cm, 64.92 kg
24, Male, Tamil Nadu, 7814481487, 147.79 cm, 73.03 kg
47, Male, Punjab, 6844242333, 152.31 cm, 72.25 kg
95, Female, Meghalaya, 8521713412, 177.31 cm, 70.75 kg
26, Male, Himachal Pradesh, 8124288233, 136.7 cm, 68.36 kg
85, Male, Goa, 6376765582, 156.56 cm, 77.44 kg
2, Female, Tripura, 6585757637, 143.31 cm, 67.78 kg
43, Male, Haryana, 7311452434, 158.76 cm, 73.44 kg
31, Female, Manipur, 7667788435, 163.56 cm, 73.84 kg
54, Male, Karnataka, 6745881167, 172.45 cm, 84.11 kg
20, Female, Tripura, 7643531251, 162.68 cm, 84.71 kg
83, Female, Uttarakhand, 8372376546, 145.85 cm, 67.99 kg
37, Female, Meghalaya, 9126181587, 157.73 cm, 71.22 kg
12, Male, Gujarat, 7863633683, 152.59 cm, 67.69 kg
60, Female, Uttar Pradesh, 8768143774, 149.74 cm, 68.37 kg
51, Female, Sikkim, 6882888425, 162.25 cm, 67.57 kg
64, Male, Manipur, 6381332765, 162.73 cm, 77.71 kg
13, Female, Himachal Pradesh, 6461714678, 155.61 cm, 63.36 kg
88, Female, Uttarakhand, 6218353733, 166.1 cm, 66.15 kg
93, Female, Haryana, 8576811272, 161.45 cm, 73.22 kg
1, Female, Tripura, 6535535341, 149.9 cm, 74.88 kg
33, Female, Uttarakhand, 9356812738, 148.05 cm, 68.84 kg
41, Female, Punjab, 7752636781, 170.51 cm, 66.04 kg
10, Female, Tamil Nadu, 9855684154, 151.46 cm, 79.28 kg
46, Male, Assam, 9415542357, 144.04 cm, 72.52 kg
25, Female, Gujarat, 6624341515, 162.8 cm, 63.77 kg
97, Male, Sikkim, 6146458553, 155.07 cm, 68.47 kg
98, Male, Odisha, 7833386334, 164.13 cm, 62.73 kg
9, Male, Tripura, 6428377438, 167.74 cm, 81.29 kg
61, Male, Bihar, 9244631276, 160.94 cm, 69.77 kg
2, Female, Chhattisgarh, 8682154375, 165.51 cm, 71.92 kg
2, Female, Madhya Pradesh, 7553785323, 153.29 cm, 66.98 kg
56, Male, Arunachal Pradesh, 8682171136, 177.69 cm, 76.2 kg
2, Male, Assam, 7335343582, 162.65 cm, 72.96 kg
54, Female, Gujarat, 7383184774, 157.64 cm, 69.07 kg
17, Male, Karnataka, 9366416113, 144.89 cm, 66.08 kg
95, Female, Odisha, 6736826173, 162.09 cm, 68.46 kg
82, Female, Sikkim, 9254883643, 159.04 cm, 70.21 kg
3, Male, Chhattisgarh, 6376211186, 164.25 cm, 73.56 kg
83, Male, Andhra Pradesh, 8837853336, 169.31 cm, 67.49 kg
17, Female, Rajasthan, 7755715148, 176.27 cm, 73.83 kg
22, Female, West Bengal, 9476614232, 156.56 cm, 62.29 kg
99, Female, Haryana, 6688382812, 179.38 cm, 69.14 kg
76, Female, Gujarat, 7185787161, 144.23 cm, 68.04 kg
71, Female, Manipur, 7578523736, 170.58 cm, 63.09 kg
2, Male, Telangana, 6674233634, 155.43 cm, 66.97 kg
87, Female, Haryana, 9532833818, 156.31 cm, 57.08 kg
28, Female, Gujarat, 8427476883, 160.68 cm, 69.45 kg
49, Female, Tripura, 9551346158, 161.94 cm, 68.31 kg
30, Female, Punjab, 6142731666, 167.17 cm, 68.94 kg
57, Female, Uttarakhand, 7861522425, 160.6 cm, 64.02 kg
30, Male, Bihar, 8414152372, 169.32 cm, 62.46 kg
22, Female, Uttarakhand, 9744616216, 153.93 cm, 74.49 kg
43, Male, Nagaland, 9845352716, 175.34 cm, 71.3 kg
61, Male, Rajasthan, 6626385152, 169.42 cm, 75.88 kg
44, Male, Maharashtra, 6857287772, 154.41 cm, 67.3 kg
75, Male, Kerala, 6112125381, 149.31 cm, 65.97 kg
87, Male, Nagaland, 7686324632, 155.53 cm, 58.73 kg
55, Male, Manipur, 6187331343, 147.77 cm, 68.18 kg
33, Female, Manipur, 9568848557, 151.67 cm, 75.25 kg
36, Male, Sikkim, 9883116365, 152.84 cm, 67.56 kg
52, Female, Uttarakhand, 7477545531, 162.13 cm, 63.84 kg
48, Female, Jharkhand, 8833856683, 148.5 cm, 67.24 kg
93, Male, Tamil Nadu, 9543758222, 153.39 cm, 68.82 kg
21, Male, Himachal Pradesh, 9186614288, 160.31 cm, 69.48 kg
32, Female, Arunachal Pradesh, 8435365367, 151.43 cm, 68.47 kg
68, Female, Bihar, 8521756751, 142.25 cm, 66.6 kg
30, Female, Uttar Pradesh, 9717724415, 160.71 cm, 77.59 kg
84, Male, Goa, 9121746231, 177.2 cm, 60.6 kg
24, Female, Tripura, 7156315854, 144.42 cm, 70.33 kg
75, Female, Tamil Nadu, 9526126165, 137.99 cm, 66.13 kg
7, Male, Assam, 8837656488, 159.08 cm, 67.14 kg
5, Female, Uttar Pradesh, 9815647178, 161.5 cm, 69.62 kg
33, Female, Arunachal Pradesh, 8241741538, 141.56 cm, 63.57 kg
57, Female, Goa, 8122858284, 162.38 cm, 76.82 kg
21, Female, Andhra Pradesh, 6134143835, 163.73 cm, 69.05 kg
20, Female, Sikkim, 6637841615, 146.55 cm, 72.92 kg
48, Male, Tripura, 9458643428, 162.49 cm, 75.48 kg
2, Female, Bihar, 9522273623, 154.45 cm, 71.79 kg
36, Male, Himachal Pradesh, 6811334662, 174.71 cm, 69.8 kg
80, Male, Maharashtra, 8555872585, 140.57 cm, 75.08 kg
68, Male, Tripura, 9564731131, 139.75 cm, 67.04 kg
52, Male, Chhattisgarh, 8563243883, 175.21 cm, 72.12 kg
77, Female, Odisha, 8822364365, 167.6 cm, 77.48 kg
63, Female, Sikkim, 9412653868, 162.95 cm, 68.78 kg
18, Female, Mizoram, 6378361155, 147.24 cm, 69.15 kg
81, Male, Tripura, 6548866347, 154.33 cm, 60.31 kg
20, Female, Assam, 6674346877, 164.1 cm, 67.82 kg
8, Male, Maharashtra, 7434623136, 154.23 cm, 68.67 kg
91, Female, Manipur, 8131437667, 166.33 cm, 71.84 kg
2, Male, Tripura, 7857572764, 146.19 cm, 70.12 kg
56, Female, Assam, 9254571133, 166.01 cm, 74.23 kg
58, Male, Arunachal Pradesh, 9681745458, 165.35 cm, 71.09 kg
88, Female, Maharashtra, 7563886136, 166.94 cm, 67.0 kg
67, Female, Madhya Pradesh, 6514558634, 169.81 cm, 72.09 kg
15, Male, Assam, 9875815146, 149.24 cm, 76.93 kg
60, Male, West Bengal, 8561761442, 169.65 cm, 72.24 kg
79, Male, Goa, 9251512712, 161.19 cm, 67.87 kg
61, Male, Odisha, 7847121453, 151.09 cm, 71.49 kg
91, Male, Punjab, 6321354436, 166.02 cm, 73.39 kg
64, Male, Tamil Nadu, 6263421524, 147.94 cm, 70.18 kg
51, Female, Nagaland, 8275138475, 158.05 cm, 60.27 kg
54, Male, Tripura, 8634423134, 146.2 cm, 76.41 kg
91, Male, Nagaland, 9547278347, 156.43 cm, 72.09 kg
87, Female, Uttarakhand, 7463448145, 151.63 cm, 73.12 kg
73, Female, Jharkhand, 8753682416, 159.23 cm, 72.74 kg
49, Male, Kerala, 8644465241, 162.4 cm, 70.29 kg
89, Female, Assam, 7727283778, 163.21 cm, 73.24 kg
39, Female, Mizoram, 7184545386, 159.91 cm, 66.04 kg
20, Male, Rajasthan, 9466484375, 146.26 cm, 62.56 kg
3, Female, Arunachal Pradesh, 9344537674, 154.72 cm, 77.86 kg
3, Female, Karnataka, 9412521486, 171.87 cm, 62.73 kg
55, Male, Bihar, 9385728362, 151.23 cm, 69.22 kg
32, Female, Goa, 7326213776, 163.24 cm, 69.4 kg
12, Female, Karnataka, 7562763567, 169.39 cm, 77.88 kg
79, Male, Karnataka, 7626546746, 171.25 cm, 62.42 kg
24, Female, West Bengal, 8673671672, 146.44 cm, 62.75 kg
72, Female, Arunachal Pradesh, 6258362371, 149.81 cm, 68.78 kg
12, Male, Mizoram, 6542475168, 150.51 cm, 76.3 kg
46, Male, Haryana, 6582657142, 149.76 cm, 72.09 kg
18, Female, Madhya Pradesh, 8123154523, 163.58 cm, 75.04 kg
42, Male, Kerala, 8136721878, 158.93 cm, 68.24 kg
96, Female, Uttar Pradesh, 9433275462, 147.79 cm, 73.89 kg
47, Female, Karnataka, 9753143561, 149.82 cm, 65.04 kg
25, Female, Goa, 7161643165, 163.41 cm, 64.65 kg
30, Male, Haryana, 7416662256, 160.22 cm, 75.24 kg
94, Female, Madhya Pradesh, 6151443451, 149.8 cm, 66.94 kg
17, Male, Assam, 6768768254, 162.96 cm, 76.24 kg
28, Female, Mizoram, 9852112184, 160.8 cm, 69.77 kg
25, Female, Kerala, 9161368524, 162.08 cm, 61.25 kg
53, Male, Karnataka, 6756422246, 172.66 cm, 69.11 kg
98, Female, Goa, 9257762538, 178.22 cm, 74.03 kg
46, Female, Rajasthan, 9821374312, 165.1 cm, 76.95 kg
81, Male, Chhattisgarh, 6418651178, 160.27 cm, 68.63 kg
63, Female, Manipur, 7472287473, 142.79 cm, 82.02 kg
43, Male, Uttar Pradesh, 9147635848, 163.19 cm, 74.12 kg
87, Male, Meghalaya, 8248842787, 175.0 cm, 69.79 kg
78, Male, Mizoram, 9221315163, 156.96 cm, 70.51 kg
71, Male, Odisha, 6313278712, 149.56 cm, 72.44 kg
91, Male, Rajasthan, 6856137456, 167.07 cm, 59.78 kg
11, Female, Sikkim, 6621536363, 171.79 cm, 69.08 kg
80, Female, Maharashtra, 9433817362, 165.33 cm, 71.31 kg
84, Female, Rajasthan, 6724263743, 160.22 cm, 64.84 kg
76, Male, Punjab, 9631651625, 152.85 cm, 68.52 kg
61, Female, Uttarakhand, 9844463372, 157.89 cm, 72.48 kg
10, Female, West Bengal, 6562367181, 152.85 cm, 71.08 kg
1, Male, Punjab, 9881188578, 158.96 cm, 70.97 kg
31, Female, Gujarat, 6781845331, 170.07 cm, 79.17 kg
44, Male, Sikkim, 7122634826, 166.28 cm, 66.63 kg
20, Female, Mizoram, 6575418658, 170.7 cm, 77.02 kg
38, Male, Meghalaya, 8784383223, 164.02 cm, 65.12 kg
84, Male, Nagaland, 6675544773, 149.19 cm, 74.08 kg
65, Female, Tripura, 6283115357, 157.31 cm, 79.0 kg
99, Female, Karnataka, 9411244168, 162.15 cm, 66.85 kg
20, Male, Rajasthan, 9247276266, 176.54 cm, 69.47 kg
9, Male, Meghalaya, 7545767258, 159.33 cm, 69.55 kg
48, Male, Himachal Pradesh, 8538557457, 158.28 cm, 69.93 kg
43, Female, Maharashtra, 6888463125, 148.01 cm, 63.22 kg
53, Male, Meghalaya, 7183371853, 172.64 cm, 73.14 kg
83, Male, Meghalaya, 6363471514, 156.83 cm, 72.49 kg
61, Female, Tamil Nadu, 9455728546, 159.57 cm, 71.41 kg
18, Female, Tripura, 7147284365, 152.6 cm, 78.18 kg
96, Male, Rajasthan, 8184684865, 130.88 cm, 58.56 kg
80, Male, Bihar, 6755341325, 145.57 cm, 70.05 kg
57, Male, Tamil Nadu, 6828766217, 149.83 cm, 68.36 kg
82, Female, Jharkhand, 9246564528, 171.7 cm, 72.89 kg
29, Female, Uttarakhand, 9755616738, 150.48 cm, 66.76 kg
11, Male, Chhattisgarh, 9566422121, 154.83 cm, 67.81 kg
76, Female, Uttar Pradesh, 7113786467, 163.3 cm, 72.69 kg
82, Male, Jharkhand, 9744782336, 143.53 cm, 67.15 kg
23, Male, Meghalaya, 8156778637, 151.48 cm, 70.04 kg
24, Female, Gujarat, 8344317412, 162.9 cm, 68.84 kg
55, Female, Bihar, 8468458136, 156.45 cm, 68.64 kg
8, Female, Tamil Nadu, 8752211346, 157.66 cm, 71.69 kg
28, Female, Meghalaya, 8834573338, 144.48 cm, 72.96 kg
54, Female, Gujarat, 9212766573, 157.22 cm, 75.12 kg
81, Female, Assam, 8545468456, 177.44 cm, 69.39 kg
18, Male, Chhattisgarh, 9312683244, 164.85 cm, 69.17 kg
15, Female, Uttar Pradesh, 9178814665, 154.58 cm, 68.3 kg
40, Male, Nagaland, 9856278167, 168.93 cm, 79.69 kg
71, Female, Maharashtra, 7428354734, 168.29 cm, 74.72 kg
46, Female, Tamil Nadu, 9552183361, 144.84 cm, 67.22 kg
61, Male, Kerala, 7761328313, 155.1 cm, 76.88 kg
30, Male, Chhattisgarh, 7263316513, 162.81 cm, 62.69 kg
2, Male, Nagaland, 8133858672, 162.21 cm, 72.04 kg
48, Female, Punjab, 7743245574, 175.8 cm, 70.34 kg
66, Male, Gujarat, 7335863576, 145.44 cm, 67.15 kg
74, Male, Meghalaya, 8352222583, 166.47 cm, 74.8 kg
82, Male, Tripura, 8333156313, 146.39 cm, 73.47 kg
43, Female, Sikkim, 6474564241, 166.46 cm, 58.33 kg
70, Male, Madhya Pradesh, 9683153737, 158.15 cm, 65.87 kg
79, Male, Telangana, 9425722462, 170.6 cm, 65.41 kg
14, Female, Uttarakhand, 7374362768, 124.57 cm, 74.65 kg
10, Female, Madhya Pradesh, 6521446781, 144.1 cm, 72.03 kg
33, Female, Andhra Pradesh, 8816246386, 156.22 cm, 64.83 kg
32, Female, Punjab, 6183657222, 162.9 cm, 66.27 kg
17, Female, Assam, 9327755466, 159.48 cm, 67.22 kg
98, Male, Manipur, 7433154611, 155.94 cm, 74.61 kg
96, Female, Himachal Pradesh, 9646522234, 167.52 cm, 64.73 kg
33, Female, Madhya Pradesh, 7152231871, 139.47 cm, 65.93 kg
86, Male, Andhra Pradesh, 9734616224, 157.02 cm, 65.33 kg
82, Female, Chhattisgarh, 7524757418, 165.98 cm, 70.05 kg
95, Female, Sikkim, 8746236387, 152.2 cm, 54.21 kg
41, Female, Madhya Pradesh, 9228141661, 130.39 cm, 80.62 kg
61, Male, Maharashtra, 6382814176, 156.88 cm, 77.44 kg
44, Female, West Bengal, 6116444173, 162.98 cm, 75.03 kg
48, Male, Gujarat, 6342172715, 160.3 cm, 51.37 kg
99, Female, Goa, 7578337114, 155.67 cm, 79.57 kg
83, Male, Rajasthan, 6743138131, 149.68 cm, 68.15 kg
43, Male, Telangana, 6732751828, 149.98 cm, 70.52 kg
40, Male, Telangana, 6137882685, 156.66 cm, 72.03 kg
14, Male, Uttarakhand, 9773314251, 166.69 cm, 73.26 kg
14, Male, Goa, 7751265343, 165.92 cm, 75.45 kg
21, Female, Jharkhand, 6315581245, 156.33 cm, 82.89 kg
17, Male, Nagaland, 7181512676, 145.32 cm, 71.89 kg
65, Male, Arunachal Pradesh, 6843355651, 168.0 cm, 65.43 kg
98, Male, Telangana, 6412387476, 144.58 cm, 70.53 kg
49, Female, Karnataka, 7781177428, 157.63 cm, 60.54 kg
87, Female, Kerala, 8432565264, 162.94 cm, 63.2 kg
39, Male, Sikkim, 9747541415, 162.68 cm, 68.48 kg
74, Male, Andhra Pradesh, 8337181368, 163.69 cm, 71.54 kg
64, Female, Goa, 8715115286, 142.07 cm, 72.88 kg
88, Male, Maharashtra, 7154634613, 152.91 cm, 71.11 kg
59, Female, Jharkhand, 6168257548, 156.56 cm, 61.14 kg
89, Male, Tamil Nadu, 8585616361, 165.05 cm, 67.34 kg
32, Male, Kerala, 8731362487, 183.2 cm, 78.57 kg
76, Male, Assam, 7112363656, 165.98 cm, 66.69 kg
97, Male, Uttarakhand, 6527222747, 171.54 cm, 63.85 kg
25, Male, Jharkhand, 6883615212, 161.3 cm, 76.67 kg
1, Female, Uttar Pradesh, 9653362214, 164.59 cm, 72.13 kg
41, Male, Manipur, 9518332457, 160.99 cm, 83.04 kg
98, Female, Punjab, 9438432381, 155.17 cm, 76.16 kg
12, Female, Uttarakhand, 9257675874, 136.01 cm, 62.93 kg
73, Male, Odisha, 7281555757, 164.02 cm, 68.59 kg
25, Male, Meghalaya, 8317777233, 145.15 cm, 72.67 kg
75, Female, Madhya Pradesh, 9521553263, 151.44 cm, 69.2 kg
24, Male, Haryana, 9374788547, 152.59 cm, 75.64 kg
77, Female, Uttar Pradesh, 7757322514, 162.23 cm, 71.64 kg
31, Female, Punjab, 7483742871, 154.25 cm, 69.86 kg
29, Female, Chhattisgarh, 7878732882, 178.19 cm, 68.3 kg
79, Male, Uttar Pradesh, 9358376435, 153.93 cm, 68.63 kg
92, Female, Nagaland, 6587828857, 146.3 cm, 72.33 kg
28, Female, Telangana, 7515654611, 155.59 cm, 74.19 kg
59, Male, Kerala, 9121172532, 155.38 cm, 74.11 kg
19, Female, Chhattisgarh, 7533545863, 155.29 cm, 71.72 kg
30, Female, Assam, 7377141125, 154.46 cm, 69.96 kg
41, Female, Mizoram, 9843764652, 159.68 cm, 66.25 kg
52, Female, Himachal Pradesh, 9218448343, 145.79 cm, 66.05 kg
12, Male, Odisha, 7358562658, 153.56 cm, 67.08 kg
58, Male, Nagaland, 9387344756, 162.59 cm, 75.55 kg
7, Female, Arunachal Pradesh, 9661341844, 160.1 cm, 72.9 kg
18, Female, Maharashtra, 8743665448, 160.85 cm, 77.41 kg
12, Male, Himachal Pradesh, 8358724456, 168.81 cm, 72.49 kg
79, Female, Rajasthan, 6724342217, 138.62 cm, 71.65 kg
95, Male, Jharkhand, 7357147876, 160.58 cm, 60.41 kg
29, Male, Telangana, 9261138343, 161.75 cm, 59.96 kg
43, Female, Goa, 6837836838, 151.85 cm, 68.25 kg
9, Male, Karnataka, 7436366857, 152.8 cm, 69.32 kg
19, Male, Himachal Pradesh, 7148675874, 163.19 cm, 71.84 kg
94, Male, Arunachal Pradesh, 6655452764, 143.45 cm, 64.02 kg
99, Male, Manipur, 6588555243, 172.08 cm, 70.11 kg
97, Female, Bihar, 7635524162, 152.12 cm, 80.22 kg
9, Male, West Bengal, 9537116518, 143.79 cm, 65.16 kg
61, Male, Punjab, 9836846588, 183.72 cm, 72.57 kg
31, Male, Kerala, 8575135872, 155.49 cm, 63.57 kg
46, Male, Punjab, 6661655377, 156.21 cm, 67.07 kg
92, Male, Tripura, 7157165676, 169.4 cm, 68.13 kg
37, Male, Mizoram, 6878885478, 168.09 cm, 70.06 kg
23, Male, Andhra Pradesh, 9314855311, 157.71 cm, 78.84 kg
26, Male, Karnataka, 6348412783, 165.21 cm, 73.64 kg
51, Female, Gujarat, 7773481125, 142.21 cm, 70.44 kg
79, Female, Goa, 7256138141, 160.45 cm, 67.07 kg
25, Female, Manipur, 8474511663, 161.76 cm, 69.07 kg
76, Male, Chhattisgarh, 9413281865, 155.17 cm, 64.64 kg
43, Female, Tamil Nadu, 9638546857, 147.56 cm, 76.19 kg
38, Female, Uttar Pradesh, 7377313534, 175.52 cm, 69.47 kg
79, Female, Uttarakhand, 9677173761, 175.0 cm, 63.87 kg
64, Female, Uttar Pradesh, 9332324844, 152.88 cm, 72.21 kg
70, Male, Tripura, 9234715276, 134.53 cm, 72.45 kg
55, Female, Jharkhand, 8385251821, 152.89 cm, 66.86 kg
25, Female, Tamil Nadu, 8842721721, 148.8 cm, 77.07 kg
88, Female, Madhya Pradesh, 8112156712, 179.85 cm, 70.77 kg
86, Female, Mizoram, 6263235752, 147.25 cm, 69.31 kg
67, Male, Assam, 6258144715, 147.9 cm, 68.09 kg
91, Female, Andhra Pradesh, 8527852774, 163.05 cm, 66.63 kg
99, Female, Assam, 6632356248, 157.68 cm, 76.65 kg
23, Male, Manipur, 6846258132, 142.23 cm, 79.1 kg
28, Male, Uttar Pradesh, 9541738562, 174.35 cm, 75.79 kg
45, Female, Goa, 8466248857, 169.11 cm, 63.25 kg
14, Male, Karnataka, 8758433215, 165.27 cm, 77.18 kg
47, Male, Kerala, 8684711863, 165.35 cm, 68.59 kg
74, Female, Gujarat, 8185463747, 158.52 cm, 75.82 kg
4, Female, Meghalaya, 6754542374, 151.05 cm, 63.23 kg
60, Male, Manipur, 6632745175, 157.69 cm, 70.41 kg
30, Female, Punjab, 8715622481, 151.95 cm, 67.41 kg
69, Female, Meghalaya, 7185672376, 157.86 cm, 73.14 kg
28, Male, Himachal Pradesh, 6186818812, 153.72 cm, 74.38 kg
93, Male, Gujarat, 7747187584, 151.31 cm, 66.33 kg
94, Female, Andhra Pradesh, 9662564264, 158.11 cm, 71.47 kg
78, Male, Uttar Pradesh, 9336121844, 162.37 cm, 66.09 kg
65, Male, Arunachal Pradesh, 6851262778, 150.85 cm, 73.12 kg
66, Male, Tamil Nadu, 9638254341, 150.82 cm, 75.09 kg
45, Male, Uttarakhand, 9152331658, 164.37 cm, 71.7 kg
50, Female, Nagaland, 7551675166, 168.06 cm, 74.16 kg
71, Female, Maharashtra, 9564114346, 142.26 cm, 68.77 kg
89, Female, West Bengal, 6383854446, 166.84 cm, 72.51 kg
96, Male, Rajasthan, 9588468684, 145.54 cm, 67.12 kg
54, Male, Tamil Nadu, 7657637622, 166.64 cm, 72.58 kg
56, Female, Odisha, 6577732387, 152.3 cm, 72.22 kg
55, Male, Rajasthan, 6684366645, 163.68 cm, 62.52 kg
22, Female, Maharashtra, 8237671858, 157.99 cm, 75.06 kg
1, Female, Jharkhand, 9672788563, 161.89 cm, 71.33 kg
68, Female, Chhattisgarh, 6785148661, 153.84 cm, 64.07 kg
53, Male, Odisha, 9641273432, 121.79 cm, 66.0 kg
45, Female, Manipur, 7826673276, 161.63 cm, 75.41 kg
56, Male, Madhya Pradesh, 6714583846, 154.38 cm, 71.31 kg
24, Female, Tripura, 8785546772, 151.9 cm, 64.57 kg
20, Female, Arunachal Pradesh, 7524457278, 177.04 cm, 65.7 kg
92, Male, Himachal Pradesh, 6483311516, 152.78 cm, 75.53 kg
69, Female, Manipur, 9364758747, 183.42 cm, 66.02 kg
75, Female, Odisha, 6331416881, 149.67 cm, 70.86 kg
60, Female, Arunachal Pradesh, 6152644334, 173.76 cm, 65.08 kg
88, Male, Bihar, 7522341628, 161.04 cm, 70.02 kg
87, Male, Kerala, 9833173627, 147.45 cm, 68.04 kg
60, Female, Haryana, 7733152781, 174.3 cm, 63.46 kg
90, Male, Kerala, 9373577726, 159.56 cm, 78.25 kg
62, Male, Andhra Pradesh, 8564361178, 122.87 cm, 68.41 kg
5, Male, Maharashtra, 8548448584, 149.95 cm, 72.95 kg
86, Female, Punjab, 6545654263, 157.21 cm, 65.1 kg
53, Female, Uttar Pradesh, 7326612114, 164.58 cm, 76.79 kg
58, Female, Karnataka, 6515116623, 172.92 cm, 65.98 kg
75, Female, Uttar Pradesh, 9662247417, 164.77 cm, 72.7 kg
22, Male, Tamil Nadu, 9376881225, 163.02 cm, 73.98 kg
52, Male, Gujarat, 7487462218, 154.85 cm, 78.28 kg
88, Male, Uttarakhand, 8886641531, 147.5 cm, 64.37 kg
76, Female, Tamil Nadu, 8246772873, 183.23 cm, 73.3 kg
3, Male, Punjab, 6648248635, 170.66 cm, 64.29 kg
68, Male, Rajasthan, 6187428856, 165.79 cm, 71.11 kg
68, Female, Andhra Pradesh, 9383632241, 168.05 cm, 78.36 kg
89, Male, Rajasthan, 6126551551, 157.97 cm, 64.44 kg
51, Female, Haryana, 8627176715, 166.09 cm, 73.19 kg
61, Female, West Bengal, 6256687276, 164.83 cm, 71.04 kg
22, Male, Arunachal Pradesh, 8163425122, 169.15 cm, 70.68 kg
15, Male, Goa, 8867256772, 155.37 cm, 74.23 kg
64, Male, Rajasthan, 9413425745, 156.49 cm, 67.9 kg
59, Male, Gujarat, 8727368143, 174.71 cm, 73.89 kg
72, Female, Karnataka, 8877125814, 167.84 cm, 69.02 kg
66, Male, Rajasthan, 9126855671, 164.59 cm, 68.0 kg
51, Female, Assam, 9323585443, 169.81 cm, 67.55 kg
99, Female, Tripura, 8312216754, 165.16 cm, 61.16 kg
8, Male, Punjab, 9748815766, 160.33 cm, 69.66 kg
1, Female, Telangana, 8146442213, 172.5 cm, 70.6 kg
95, Female, Maharashtra, 6863248358, 163.3 cm, 71.73 kg
87, Female, Assam, 9754124262, 162.84 cm, 67.7 kg
67, Female, Sikkim, 8658523132, 168.45 cm, 72.11 kg
1, Female, Bihar, 9482822353, 167.65 cm, 67.79 kg
19, Male, Rajasthan, 9828477154, 171.03 cm, 66.48 kg
83, Male, Goa, 7677636327, 150.04 cm, 73.68 kg
61, Male, Kerala, 6788372736, 154.11 cm, 70.22 kg
28, Female, Odisha, 7556727816, 141.8 cm, 68.71 kg
10, Male, Manipur, 9877412465, 156.49 cm, 67.65 kg
82, Female, Assam, 9887872785, 158.23 cm, 76.41 kg
98, Male, Uttarakhand, 8663238636, 162.91 cm, 77.56 kg
89, Male, Maharashtra, 7117663616, 155.13 cm, 69.94 kg
7, Male, Madhya Pradesh, 9677541442, 141.85 cm, 65.93 kg
12, Male, Haryana, 9728684728, 154.78 cm, 77.92 kg
82, Male, Punjab, 7688885848, 161.93 cm, 72.32 kg
41, Male, Assam, 7722533464, 160.44 cm, 69.33 kg
69, Male, Bihar, 8341826146, 176.76 cm, 66.93 kg
32, Male, Jharkhand, 6245277422, 169.7 cm, 64.58 kg
28, Male, Maharashtra, 6342526561, 139.71 cm, 74.44 kg
13, Female, Telangana, 8588283443, 163.44 cm, 64.71 kg
49, Female, Mizoram, 9825648322, 151.63 cm, 68.75 kg
60, Male, Uttar Pradesh, 9638212432, 149.44 cm, 76.03 kg
38, Female, Andhra Pradesh, 6138653352, 164.95 cm, 72.69 kg
1, Female, Himachal Pradesh, 9618624258, 164.43 cm, 67.1 kg
31, Female, Bihar, 7883816116, 161.57 cm, 61.16 kg
93, Male, Maharashtra, 8267673265, 172.42 cm, 74.78 kg
43, Female, Andhra Pradesh, 6151225173, 147.53 cm, 70.4 kg
16, Female, Jharkhand, 6352421875, 173.14 cm, 69.03 kg
54, Male, Meghalaya, 6337513724, 163.59 cm, 68.0 kg
68, Male, Gujarat, 8724372736, 151.67 cm, 76.27 kg
5, Male, Punjab, 6578252355, 166.99 cm, 70.57 kg
34, Male, Kerala, 6186727717, 154.96 cm, 71.23 kg
65, Female, Meghalaya, 8116846867, 163.47 cm, 68.43 kg
61, Female, West Bengal, 7544517324, 163.26 cm, 70.55 kg
5, Female, Uttarakhand, 9671648674, 185.08 cm, 64.24 kg
79, Female, Sikkim, 7127211488, 175.54 cm, 68.32 kg
35, Male, Madhya Pradesh, 6254541411, 166.78 cm, 68.05 kg
50, Female, Himachal Pradesh, 6682281353, 161.24 cm, 65.59 kg
58, Female, Andhra Pradesh, 9538878442, 172.29 cm, 59.06 kg
25, Male, Telangana, 6736832785, 169.19 cm, 78.07 kg
42, Female, Jharkhand, 9757426643, 149.07 cm, 70.2 kg
81, Male, Tripura, 7528645341, 171.45 cm, 71.48 kg
38, Female, Andhra Pradesh, 6161163427, 166.27 cm, 66.31 kg
